,author,title,name,location,ecosystem,date,state,attribute,value
1578,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pvd,tyrrhenian coast; central italy,pond,,,ph,8.9
1579,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-vo,tyrrhenian coast; central italy,pond,,,ph,9.8
1580,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-t35,tyrrhenian coast; central italy,pond,,,ph,8.3
1581,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-cat,tyrrhenian coast; central italy,pond,,,ph,6.4
1582,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl1,tyrrhenian coast; central italy,pond,,,ph,8.9
1583,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl2,tyrrhenian coast; central italy,pond,,,ph,7.9
1584,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mdc,tyrrhenian coast; central italy,pond,,,ph,6.9
1585,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mgt,tyrrhenian coast; central italy,pond,,,ph,7.9
1586,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-sg,tyrrhenian coast; central italy,pond,,,ph,7.1
1587,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-vl,tyrrhenian coast; central italy,pond,,,ph,7.2
1588,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,p-pg,tyrrhenian coast; central italy,pond,,,ph,7.6
1589,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-c152,tyrrhenian coast; central italy,pond,,,surface_area,15.5
1590,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-cont,tyrrhenian coast; central italy,pond,,,surface_area,333.0
1591,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-mc,tyrrhenian coast; central italy,pond,,,surface_area,363.1
1592,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m1,tyrrhenian coast; central italy,pond,,,surface_area,112.7
1593,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m2,tyrrhenian coast; central italy,pond,,,surface_area,136.9
1594,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-d3,tyrrhenian coast; central italy,pond,,,surface_area,435.8
1595,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-gdp,tyrrhenian coast; central italy,pond,,,surface_area,17.4
1596,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-vl,tyrrhenian coast; central italy,pond,,,surface_area,76.7
1597,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-sg,tyrrhenian coast; central italy,pond,,,surface_area,8.8
1598,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,p-pg,tyrrhenian coast; central italy,pond,,,surface_area,171.5
1599,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mdc,tyrrhenian coast; central italy,pond,,,surface_area,70.2
1600,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl2,tyrrhenian coast; central italy,pond,,,surface_area,0.9
1601,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl1,tyrrhenian coast; central italy,pond,,,surface_area,63.6
1602,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-cat,tyrrhenian coast; central italy,pond,,,surface_area,530.1
1603,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-vo,tyrrhenian coast; central italy,pond,,,surface_area,10000.0
1604,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-t35,tyrrhenian coast; central italy,pond,,,surface_area,335.5
1605,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pvd,tyrrhenian coast; central italy,pond,,,surface_area,1578.7
1606,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pr,tyrrhenian coast; central italy,pond,,,surface_area,10000.0
1607,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort2,tyrrhenian coast; central italy,pond,,,surface_area,8241.9
1608,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort1,tyrrhenian coast; central italy,pond,,,surface_area,1007.7
1609,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mgt,tyrrhenian coast; central italy,pond,,,surface_area,70.0
1610,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mgt,tyrrhenian coast; central italy,pond,,,tn,3600.0
1611,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-sg,tyrrhenian coast; central italy,pond,,,tn,5550.0
1612,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl2,tyrrhenian coast; central italy,pond,,,tn,9320.0
1613,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl1,tyrrhenian coast; central italy,pond,,,tn,2360.0
1614,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-vl,tyrrhenian coast; central italy,pond,,,tn,1150.0
1615,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,p-pg,tyrrhenian coast; central italy,pond,,,tn,4720.0
1616,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-mc,tyrrhenian coast; central italy,pond,,,tn,1280.0
1617,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mdc,tyrrhenian coast; central italy,pond,,,tn,4190.0
1618,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-d3,tyrrhenian coast; central italy,pond,,,tn,2600.0
1619,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-t35,tyrrhenian coast; central italy,pond,,,tn,2680.0
1620,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-vo,tyrrhenian coast; central italy,pond,,,tn,1670.0
1621,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-gdp,tyrrhenian coast; central italy,pond,,,tn,3320.0
1622,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pvd,tyrrhenian coast; central italy,pond,,,tn,3300.0
1623,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pr,tyrrhenian coast; central italy,pond,,,tn,540.0
1624,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort2,tyrrhenian coast; central italy,pond,,,tn,1180.0
1625,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort1,tyrrhenian coast; central italy,pond,,,tn,1140.0
1626,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-c152,tyrrhenian coast; central italy,pond,,,tn,5020.0
1627,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-cont,tyrrhenian coast; central italy,pond,,,tn,1050.0
1628,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-cat,tyrrhenian coast; central italy,pond,,,tn,1940.0
1629,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m1,tyrrhenian coast; central italy,pond,,,tn,2860.0
1630,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-m2,tyrrhenian coast; central italy,pond,,,tn,2850.0
1631,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mgt,tyrrhenian coast; central italy,pond,,,tp,220.0
1632,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,p-pg,tyrrhenian coast; central italy,pond,,,tp,240.0
1633,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-vl,tyrrhenian coast; central italy,pond,,,tp,70.0
1634,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-sg,tyrrhenian coast; central italy,pond,,,tp,1010.0
1635,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mdc,tyrrhenian coast; central italy,pond,,,tp,100.0
1636,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-cat,tyrrhenian coast; central italy,pond,,,tp,360.0
1637,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-vo,tyrrhenian coast; central italy,pond,,,tp,90.0
1638,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-t35,tyrrhenian coast; central italy,pond,,,tp,340.0
1639,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pvd,tyrrhenian coast; central italy,pond,,,tp,420.0
1640,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-pr,tyrrhenian coast; central italy,pond,,,tp,30.0
1641,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort2,tyrrhenian coast; central italy,pond,,,tp,250.0
1642,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-ort1,tyrrhenian coast; central italy,pond,,,tp,130.0
1643,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-gdp,tyrrhenian coast; central italy,pond,,,tp,590.0
1644,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-d3,tyrrhenian coast; central italy,pond,,,tp,310.0
1645,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-cont,tyrrhenian coast; central italy,pond,,,tp,170.0
1646,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-c152,tyrrhenian coast; central italy,pond,,,tp,330.0
1647,solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cg-mc,tyrrhenian coast; central italy,pond,,,tp,210.0
