author,year,title,journal,citation,author_term,location,pondname,humanbuilt_manipulated,ponduse,landuse,managed,surfacewaterconnectivity,hydroperiod,min_depth_m,max_depth_m,mean_depth_m,min_surfacearea_m2,max_surfacearea_m2,mean_surfacearea_m2,fishpresence,macrophytespresence,macrophytes_percentcover,ph,turbidity_secchi_m,tss_mgpl,doc_mgpl,chla_ugpl,tp_ugpl,tn_ugpl,cond_uspcm
morris et al,2013,contribution of donana wetlands to carbon sequestration,plosone,Morris EP; Flecha S; Figuerola J; Costas E; Navarro G; Ruiz J; et al. 2013. Contribution of Doñana Wetlands to Carbon Sequestration. PLoS One; 8(8): e71456.,dune ponds,donana natural area; spain,cuquero chico,NA,NA,NA,NA,NA,intermittent,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,1.6707301,25.1,NA,NA,NA
morris et al,2013,contribution of donana wetlands to carbon sequestration,plosone,Morris EP; Flecha S; Figuerola J; Costas E; Navarro G; Ruiz J; et al. 2013. Contribution of Doñana Wetlands to Carbon Sequestration. PLoS One; 8(8): e71456.,dune ponds,donana natural area; spain,gaveta 4,y,other,NA,y,NA,perennial,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,1.7091653,26.6,NA,NA,NA
morris et al,2013,contribution of donana wetlands to carbon sequestration,plosone,Morris EP; Flecha S; Figuerola J; Costas E; Navarro G; Ruiz J; et al. 2013. Contribution of Doñana Wetlands to Carbon Sequestration. PLoS One; 8(8): e71456.,dune ponds,donana natural area; spain,gaveta 1,y,other,NA,y,NA,perennial,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,1.0149295,77.4,NA,NA,NA
morris et al,2013,contribution of donana wetlands to carbon sequestration,plosone,Morris EP; Flecha S; Figuerola J; Costas E; Navarro G; Ruiz J; et al. 2013. Contribution of Doñana Wetlands to Carbon Sequestration. PLoS One; 8(8): e71456.,dune ponds,donana natural area; spain,la fao,NA,NA,NA,NA,NA,intermittent,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,0.8335634,6,NA,NA,NA
morris et al,2013,contribution of donana wetlands to carbon sequestration,plosone,Morris EP; Flecha S; Figuerola J; Costas E; Navarro G; Ruiz J; et al. 2013. Contribution of Doñana Wetlands to Carbon Sequestration. PLoS One; 8(8): e71456.,dune ponds,donana natural area; spain,marisma galega,NA,NA,NA,NA,NA,intermittent,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,2.0250546,18.5,NA,NA,NA
morris et al,2013,contribution of donana wetlands to carbon sequestration,plosone,Morris EP; Flecha S; Figuerola J; Costas E; Navarro G; Ruiz J; et al. 2013. Contribution of Doñana Wetlands to Carbon Sequestration. PLoS One; 8(8): e71456.,dune ponds,donana natural area; spain,la rocina,NA,NA,NA,NA,NA,intermittent,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1.1818824,39.9,NA,NA,NA
morris et al,2013,contribution of donana wetlands to carbon sequestration,plosone,Morris EP; Flecha S; Figuerola J; Costas E; Navarro G; Ruiz J; et al. 2013. Contribution of Doñana Wetlands to Carbon Sequestration. PLoS One; 8(8): e71456.,dune ponds,donana natural area; spain,laguna dulce,NA,NA,NA,NA,NA,intermittent,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,3.7005891,12.8,NA,NA,NA
palma-silva et al,2013,methane emissions in two small shallow neotropical lakes: the role of temperature and trophic level,atmospheric environment,Palma-Silva Cleber; Marinho Claudio; Albertoni Edelti; Giacomini Iara; Barros Marcos Paulo; Furlanetto Leonardo; Trindade Claudio; Esteves Francisco. 2013. Methane emissions in two small shallow neotropical lakes: The role of temperature and trophic level. Atmospheric Environment; 81. 373-379.,shallow subtropical lake,southern brazil,polegar lake,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,1000,NA,NA,NA,7.56,NA,NA,NA,NA,30,360,NA
palma-silva et al,2013,methane emissions in two small shallow neotropical lakes: the role of temperature and trophic level,atmospheric environment,Palma-Silva Cleber; Marinho Claudio; Albertoni Edelti; Giacomini Iara; Barros Marcos Paulo; Furlanetto Leonardo; Trindade Claudio; Esteves Francisco. 2013. Methane emissions in two small shallow neotropical lakes: The role of temperature and trophic level. Atmospheric Environment; 81. 373-379.,shallow subtropical lake,southern brazil,biguás lake,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,1500,NA,NA,NA,9.09,NA,NA,NA,NA,780,3850,NA
read and rose,2013,physical responses of small temperate lakes to variation in dissolved organic carbon concentrations,limnology & oceanography,Read Jordan; Rose Kevin. 2013. Physical responses of small temperate lakes to variation in dissolved organic carbon concentrations. Limnology and Oceanography; 58: 921-931.,small humic lakes,michigan usa,crystal bog,NA,NA,forested,NA,isolated,NA,NA,2.5,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
read and rose,2013,physical responses of small temperate lakes to variation in dissolved organic carbon concentrations,limnology & oceanography,Read Jordan; Rose Kevin. 2013. Physical responses of small temperate lakes to variation in dissolved organic carbon concentrations. Limnology and Oceanography; 58: 921-931.,small humic lakes,wisconsin/michigan usa,jekl bog,NA,NA,forested,NA,isolated,NA,NA,3.1,NA,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
read and rose,2013,physical responses of small temperate lakes to variation in dissolved organic carbon concentrations,limnology & oceanography,Read Jordan; Rose Kevin. 2013. Physical responses of small temperate lakes to variation in dissolved organic carbon concentrations. Limnology and Oceanography; 58: 921-931.,small humic lakes,wisconsin/michigan usa,mouser bog,NA,NA,forested,NA,isolated,NA,NA,4,NA,NA,NA,37800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
read and rose,2013,physical responses of small temperate lakes to variation in dissolved organic carbon concentrations,limnology & oceanography,Read Jordan; Rose Kevin. 2013. Physical responses of small temperate lakes to variation in dissolved organic carbon concentrations. Limnology and Oceanography; 58: 921-931.,small humic lakes,wisconsin/michigan usa,north sparkling bog,NA,NA,forested,NA,isolated,NA,NA,4.3,NA,NA,NA,4600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
read and rose,2013,physical responses of small temperate lakes to variation in dissolved organic carbon concentrations,limnology & oceanography,Read Jordan; Rose Kevin. 2013. Physical responses of small temperate lakes to variation in dissolved organic carbon concentrations. Limnology and Oceanography; 58: 921-931.,small humic lakes,wisconsin/michigan usa,timber bog,NA,NA,forested,NA,isolated,NA,NA,2,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
read and rose,2013,physical responses of small temperate lakes to variation in dissolved organic carbon concentrations,limnology & oceanography,Read Jordan; Rose Kevin. 2013. Physical responses of small temperate lakes to variation in dissolved organic carbon concentrations. Limnology and Oceanography; 58: 921-931.,small humic lakes,wisconsin/michigan usa,trout bog,NA,NA,forested,NA,isolated,NA,NA,7.9,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
read and rose,2013,physical responses of small temperate lakes to variation in dissolved organic carbon concentrations,limnology & oceanography,Read Jordan; Rose Kevin. 2013. Physical responses of small temperate lakes to variation in dissolved organic carbon concentrations. Limnology and Oceanography; 58: 921-931.,small humic lakes,wisconsin/michigan usa,ward,NA,NA,forested,NA,isolated,NA,NA,8.3,NA,NA,NA,20100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wik et al,2013,multiyear measurements of ebullitive methane flux from three subarctic lakes,journal of geophysical research: biogeosciences,Wik M.; Crill P.M.; Varner R.K.; Bastviken D. 2013. Multiyear measurements of ebullitive methane flux from three subarctic lakes. Journal of Geophysical Research - Biogeosciences; 118: 1307-1321.,small lakes,n sweden,inre harrsjön,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wik et al,2013,multiyear measurements of ebullitive methane flux from three subarctic lakes,journal of geophysical research: biogeosciences,Wik M.; Crill P.M.; Varner R.K.; Bastviken D. 2013. Multiyear measurements of ebullitive methane flux from three subarctic lakes. Journal of Geophysical Research - Biogeosciences; 118: 1307-1321.,small lakes,n sweden,mellan harrsjön,NA,NA,NA,NA,NA,NA,NA,7,1.8,NA,NA,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wik et al,2013,multiyear measurements of ebullitive methane flux from three subarctic lakes,journal of geophysical research: biogeosciences,Wik M.; Crill P.M.; Varner R.K.; Bastviken D. 2013. Multiyear measurements of ebullitive methane flux from three subarctic lakes. Journal of Geophysical Research - Biogeosciences; 118: 1307-1321.,small lakes,n sweden,villasjon,NA,NA,NA,NA,NA,NA,NA,1.3,0.7,NA,NA,170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
einola et al,2011,carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,journal of geophysical research-biogeosciences,Einola E.; M. Rantakari; P. Kankaala; P. Kortelainen; A. Ojala; H. Pajunen; S. Makela; L. Arvola. 2011. Carbon pools and fluxes in a chain of five boreal lakes: A dry and wet year comparison. Journal of Geophysical Research; 116.,lake,boreal zone; finland,valkea-kotinen,n,NA,forested,NA,inline,perennial,NA,6,NA,NA,NA,36000,NA,y,22.3,5.4,NA,NA,NA,15.1,17.7,499,NA
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,aqg,y,farm,agricultural,NA,NA,perennial,NA,0.9,NA,NA,NA,11500,y,n,0,9.7,NA,NA,NA,271,NA,NA,99
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,aqp,y,farm,agricultural,NA,NA,perennial,NA,1,NA,NA,NA,1300,y,y,90,8.1,NA,NA,NA,41,NA,NA,278
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,bag,y,farm,agricultural,NA,NA,perennial,NA,0.5,NA,NA,NA,700,n,n,0,9.6,NA,NA,NA,1479,NA,NA,464
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,bar,y,farm,agricultural,NA,NA,perennial,NA,2.05,NA,NA,NA,15200,y,y,20,9.1,NA,NA,NA,143,NA,NA,161
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,cag,y,farm,agricultural,NA,NA,perennial,NA,0.9,NA,NA,NA,1000,n,n,0,8.1,NA,NA,NA,1704,NA,NA,275
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,cal,y,farm,agricultural,NA,NA,perennial,NA,3.5,NA,NA,NA,4700,y,n,0,9.1,NA,NA,NA,123,NA,NA,207
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,cam,y,farm,agricultural,NA,NA,perennial,NA,0.4,NA,NA,NA,2600,n,y,80,8.3,NA,NA,NA,2,NA,NA,228
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,cap,y,farm,agricultural,NA,NA,perennial,NA,1.6,NA,NA,NA,400,n,n,0,8.8,NA,NA,NA,446,NA,NA,143
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,cor,y,farm,agricultural,NA,NA,perennial,NA,1,NA,NA,NA,10400,n,n,0,8.7,NA,NA,NA,1137,NA,NA,201
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,duc,y,farm,agricultural,NA,NA,perennial,NA,1.65,NA,NA,NA,35000,y,y,90,8.9,NA,NA,NA,55,NA,NA,234
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,fil,y,farm,agricultural,NA,NA,perennial,NA,1.3,NA,NA,NA,5100,y,y,100,8.6,NA,NA,NA,15,NA,NA,189
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,fon,y,farm,agricultural,NA,NA,perennial,NA,1.3,NA,NA,NA,1800,n,y,100,7.2,NA,NA,NA,18,NA,NA,224
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,fos,y,farm,agricultural,NA,NA,perennial,NA,1.2,NA,NA,NA,4300,n,y,90,8.1,NA,NA,NA,30,NA,NA,134
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,lag,y,farm,agricultural,NA,NA,perennial,NA,0.5,NA,NA,NA,4700,n,y,90,8.9,NA,NA,NA,8,NA,NA,153
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,mau,y,farm,agricultural,NA,NA,perennial,NA,0.4,NA,NA,NA,100,n,y,100,9.5,NA,NA,NA,5,NA,NA,182
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,nur,y,farm,agricultural,NA,NA,perennial,NA,0.4,NA,NA,NA,1500,n,n,0,7.3,NA,NA,NA,28,NA,NA,51
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,paa,y,farm,agricultural,NA,NA,perennial,NA,0.6,NA,NA,NA,9200,n,y,10,8.4,NA,NA,NA,258,NA,NA,72
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,pag,y,farm,agricultural,NA,NA,perennial,NA,1.5,NA,NA,NA,7500,n,y,10,8.9,NA,NA,NA,46,NA,NA,200
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,pas,y,farm,agricultural,NA,NA,perennial,NA,2.65,NA,NA,NA,8800,n,y,20,8.6,NA,NA,NA,60,NA,NA,217
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,pbb,y,farm,agricultural,NA,NA,perennial,NA,0.7,NA,NA,NA,5800,n,y,20,7.6,NA,NA,NA,359,NA,NA,216
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,pet,y,farm,agricultural,NA,NA,perennial,NA,3.3,NA,NA,NA,7000,y,y,10,9.4,NA,NA,NA,421,NA,NA,151
carchini et al.,2005,habitat characteristics and odonate diversity in mountain ponds of central italy,aquatic conservation,Carchini G.; Solimini Angelo; Ruggiero Antonio. 2005. Habitat characteristics and odonate diversity in mountain ponds of central Italy. Aquatic Conservation: Marine and Freshwater Ecosystems; 15. 573-581.,pond,the apennines; italy,pra,y,farm,agricultural,NA,NA,perennial,NA,1.2,NA,NA,NA,1500,n,y,10,8.4,NA,NA,NA,38,NA,NA,259
