author,title,name,location,ecosystem,date,state,attribute,value
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-t35,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,cp-vo,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-cat,tyrrhenian coast; central italy,pond,,,vegetation_cover,100.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl1,tyrrhenian coast; central italy,pond,,,vegetation_cover,0.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-dl2,tyrrhenian coast; central italy,pond,,,vegetation_cover,0.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mdc,tyrrhenian coast; central italy,pond,,,vegetation_cover,25.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-mgt,tyrrhenian coast; central italy,pond,,,vegetation_cover,50.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-sg,tyrrhenian coast; central italy,pond,,,vegetation_cover,0.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-vl,tyrrhenian coast; central italy,pond,,,vegetation_cover,75.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,p-pg,tyrrhenian coast; central italy,pond,,,vegetation_cover,25.0
bauer-haaz et al.,fish preference of the eurasian otter (lutra lutra) on an abandoned fish pond and the role of fish sampling methods,csombrdi,south-west hungary,near-natural ponds,,,vegetation_cover,75.0
nairn and mitsch,phosphorus removal in created wetland ponds receiving river overflow,wetland 1,ohio,wetland,,,vegetation_cover,13.0
stansfield et al,submerged macrophytes as refuges for grazing cladocera against fish predation: observations on seasonal changes in relation to macrophyte cover and predation pressure,hoveton little broad,uk,lakes,,,vegetation_cover,0.0
stansfield et al,submerged macrophytes as refuges for grazing cladocera against fish predation: observations on seasonal changes in relation to macrophyte cover and predation pressure,upton broad,uk,lakes,,,vegetation_cover,91.0
bini et al.,concordance of species composition patterns among microcrustaceans; rotifers and testate amoebae in a shallow pond,samambaia lake,central brazil,pond,,,vegetation_cover,10.0
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,hoef,brussels; belgium,pond,,,vegetation_cover,62.5
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,tenr,brussels; belgium,pond,,,vegetation_cover,62.5
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,vkn1,brussels; belgium,pond,,,vegetation_cover,87.5
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,m1gr,brussels; belgium,pond,,,vegetation_cover,62.5
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,wtm1,brussels; belgium,pond,,,vegetation_cover,87.5
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,rk13,brussels; belgium,pond,,,vegetation_cover,15.0
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,wpk1,brussels; belgium,pond,,,vegetation_cover,15.0
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,trbr,brussels; belgium,pond,,,vegetation_cover,37.5
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,bayfield,norfolk; eastern england,shallow lake,,,vegetation_cover,20.05
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,beeston,norfolk; eastern england,shallow lake,,,vegetation_cover,35.75
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,big wood,norfolk; eastern england,shallow lake,,,vegetation_cover,7.9
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,blickling,norfolk; eastern england,shallow lake,,,vegetation_cover,7.25
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,bluestone,norfolk; eastern england,shallow lake,,,vegetation_cover,18.35
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,buckenham,norfolk; eastern england,shallow lake,,,vegetation_cover,9.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,burntfen,norfolk; eastern england,shallow lake,,,vegetation_cover,10.2
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,cockshoot,norfolk; eastern england,shallow lake,,,vegetation_cover,7.95
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,cromes,norfolk; eastern england,shallow lake,,,vegetation_cover,18.3
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,decoy,norfolk; eastern england,shallow lake,,,vegetation_cover,0.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,felbrigg,norfolk; eastern england,shallow lake,,,vegetation_cover,23.95
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,green plantation,norfolk; eastern england,shallow lake,,,vegetation_cover,33.25
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,gunthorpe,norfolk; eastern england,shallow lake,,,vegetation_cover,18.45
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,haveringland,norfolk; eastern england,shallow lake,,,vegetation_cover,0.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,holkham 1,norfolk; eastern england,shallow lake,,,vegetation_cover,14.7
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,holkham 2,norfolk; eastern england,shallow lake,,,vegetation_cover,3.5
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,lily,norfolk; eastern england,shallow lake,,,vegetation_cover,0.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,lowes,norfolk; eastern england,shallow lake,,,vegetation_cover,1.1
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,melton constable,norfolk; eastern england,shallow lake,,,vegetation_cover,13.65
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,pedham,norfolk; eastern england,shallow lake,,,vegetation_cover,3.8
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,saham,norfolk; eastern england,shallow lake,,,vegetation_cover,0.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,salhouse little,norfolk; eastern england,shallow lake,,,vegetation_cover,31.2
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,scottow,norfolk; eastern england,shallow lake,,,vegetation_cover,45.75
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,selbrigg,norfolk; eastern england,shallow lake,,,vegetation_cover,30.55
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,stradsett,norfolk; eastern england,shallow lake,,,vegetation_cover,34.6
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,strumpshaw,norfolk; eastern england,shallow lake,,,vegetation_cover,34.05
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,upton,norfolk; eastern england,shallow lake,,,vegetation_cover,29.7
spackova,seasonal succession of epipelic algae: a case study on a mesotrophic pond in a temperate climate,bezednk pond,,pond,,,vegetation_cover,100.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,r1,,pond,,,vegetation_cover,10.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,r2,,pond,,,vegetation_cover,10.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,r3,,pond,,,vegetation_cover,5.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,i1,,pond,,,vegetation_cover,70.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,i2,,pond,,,vegetation_cover,65.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,i3,,pond,,,vegetation_cover,50.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,o1,,pond,,,vegetation_cover,75.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,o2,,pond,,,vegetation_cover,85.0
olmo,re-establishment of zooplankton communities in temporary ponds after autumn flooding: does restoration age matter?,o3,,pond,,,vegetation_cover,80.0
shieh & chi,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,1,west central tailand,pond,,,vegetation_cover,23.5
